pressure
2 0 0 
52 
0.081111 0.298754 
0.085507 0.243199 
0.105879 0.191328 
0.140465 0.147630 
0.186270 0.115888 
0.239329 0.098848 
0.295051 0.097987 
0.348612 0.113378 
0.638863 0.245599 
0.937158 0.391232 
1.233169 0.538653 
1.525661 0.688363 
1.816595 0.835010 
2.104714 0.980235 
2.392043 1.119263 
2.677391 1.254760 
2.962771 1.382332 
3.247141 1.505528 
3.532416 1.620137 
3.817735 1.730431 
4.104806 1.832225 
4.392929 1.930370 
4.683493 2.020594 
4.975911 2.108224 
5.271177 2.188849 
5.569928 2.255345 
5.870669 2.321395 
6.173403 2.392012 
6.478680 2.460400 
6.786287 2.529080 
7.096075 2.596095 
7.407752 2.663326 
7.721013 2.729325 
8.035553 2.795252 
8.351052 2.860074 
8.667255 2.924138 
8.983937 2.986739 
9.300942 3.047313 
9.618202 3.105391 
9.935674 3.159414 
10.253462 3.209063 
10.571589 3.251708 
10.890298 3.287104 
11.209539 3.311489 
11.529630 3.324642 
11.850234 3.321658 
12.057504 3.319729 
12.108019 3.327336 
12.153634 3.350336 
12.189786 3.386428 
12.212862 3.432004 
12.220553 3.482506 
