pressure2
2 0 0 
52 
0.081252 7.919872 
0.085868 7.864332 
0.106448 7.812539 
0.141209 7.768977 
0.187144 7.737417 
0.240275 7.720590 
0.296003 7.719954 
0.349504 7.735564 
0.638127 7.868466 
0.936130 8.015230 
1.231904 8.163581 
1.524209 8.314018 
1.815007 8.461191 
2.103043 8.606741 
2.390340 8.745891 
2.675708 8.881310 
2.961161 9.008602 
3.245654 9.131315 
3.531105 9.245241 
3.816651 9.354650 
4.104002 9.455357 
4.392455 9.552213 
4.683402 9.640947 
4.976254 9.726886 
5.272007 9.805618 
5.571297 9.870019 
5.872628 9.933772 
6.176003 10.001891 
6.481974 10.067579 
6.790327 10.133357 
7.100912 10.197269 
7.413437 10.261196 
7.727600 10.323689 
8.043091 10.385907 
8.359595 10.446820 
8.676854 10.506773 
8.994644 10.565061 
9.312809 10.621121 
9.631280 10.674482 
9.950016 10.723588 
10.269119 10.768117 
10.588613 10.805441 
10.908741 10.835314 
11.229452 10.853976 
11.551066 10.861203 
11.873244 10.852091 
12.042548 10.847303 
12.093206 10.853954 
12.139255 10.876091 
12.176087 10.911503 
12.200018 10.956645 
12.208655 11.007003 
