1 1 2 |Cps|
0.0000000e+000 -6.2269878e-001
9.9999998e-003 -6.2269878e-001

1 1 153 |Cps|
0.0000000e+000 -6.2269878e-001
9.9994853e-005 -5.6795996e-001
2.0458145e-004 -4.6595716e-001
3.1397102e-004 -3.3056089e-001
4.2839476e-004 -1.7467749e-001
5.4807588e-004 -1.1904797e-002
6.7325460e-004 1.4801905e-001
8.0419285e-004 2.9966888e-001
9.4115018e-004 4.4129711e-001
1.0844014e-003 5.6998163e-001
1.2342321e-003 6.8012446e-001
1.3909544e-003 7.6686430e-001
1.5548776e-003 8.2620591e-001
1.7263320e-003 8.5492808e-001
1.9056664e-003 8.5109329e-001
2.0932439e-003 8.1429332e-001
2.2894333e-003 7.4589741e-001
2.4946369e-003 6.5079635e-001
2.7092726e-003 5.3794950e-001
2.9337662e-003 4.2023364e-001
3.1685617e-003 3.0724818e-001
3.4140851e-003 2.1566732e-001
3.6709013e-003 1.9030020e-001
3.9397711e-003 2.2620606e-001
4.2210054e-003 2.5950763e-001
4.5151706e-003 2.6630345e-001
4.8228595e-003 2.6193282e-001
5.1446995e-003 2.6137364e-001
5.4813381e-003 2.7086100e-001
5.8334665e-003 2.8753048e-001
6.2017879e-003 3.0210185e-001
6.5870429e-003 3.0996466e-001
6.9900188e-003 3.1283063e-001
7.4115200e-003 3.1374338e-001
7.8524044e-003 3.1433216e-001
8.3135664e-003 3.1471068e-001
8.7959310e-003 3.1441003e-001
9.3004759e-003 3.1341007e-001
9.8282238e-003 3.1238672e-001
1.0380237e-002 3.1181353e-001
1.0957640e-002 3.1164217e-001
1.1561588e-002 3.1176212e-001
1.2193309e-002 3.1210479e-001
1.2854081e-002 3.1287426e-001
1.3545238e-002 3.1450194e-001
1.4268176e-002 3.1714520e-001
1.5024357e-002 3.2100651e-001
1.5815312e-002 3.2643786e-001
1.6642638e-002 3.3253276e-001
1.7508006e-002 3.3776632e-001
1.8413166e-002 3.4157777e-001
1.9359952e-002 3.4419921e-001
2.0350276e-002 3.4704807e-001
2.1386132e-002 3.5192648e-001
2.2469627e-002 3.5977370e-001
2.3602940e-002 3.6901650e-001
2.4788368e-002 3.7629208e-001
2.6028309e-002 3.8125148e-001
2.7325269e-002 3.8622960e-001
2.8681865e-002 3.9251140e-001
3.0100834e-002 4.0176201e-001
3.1585053e-002 4.1065282e-001
3.3137534e-002 4.1369170e-001
3.4761406e-002 4.1578823e-001
3.6459919e-002 4.2162302e-001
3.8236544e-002 4.2729425e-001
4.0094890e-002 4.3220848e-001
4.2038657e-002 4.3950897e-001
4.4071790e-002 4.4481573e-001
4.6198465e-002 4.4515061e-001
4.8422880e-002 4.4551665e-001
5.0749592e-002 4.4523785e-001
5.3183343e-002 4.4351047e-001
5.5728965e-002 4.4510856e-001
5.8391362e-002 4.4761163e-001
6.1176516e-002 4.3795916e-001
6.4089745e-002 4.1949844e-001
6.7002974e-002 4.1157025e-001
6.9788143e-002 4.1219640e-001
7.2450869e-002 4.1199547e-001
7.4996524e-002 4.1041607e-001
7.7430286e-002 4.0846750e-001
7.9757042e-002 4.0836158e-001
8.1981510e-002 4.0940672e-001
8.4108189e-002 4.1039893e-001
8.6141370e-002 4.1190514e-001
8.8085167e-002 4.1372129e-001
8.9943513e-002 4.1550162e-001
9.1720164e-002 4.1768384e-001
9.3418702e-002 4.2020091e-001
9.5042571e-002 4.2257160e-001
9.6595049e-002 4.2463231e-001
9.8079287e-002 4.2642978e-001
9.9498264e-002 4.2820546e-001
1.0085486e-001 4.3029109e-001
1.0215182e-001 4.3249199e-001
1.0339177e-001 4.3434551e-001
1.0457719e-001 4.3566948e-001
1.0571051e-001 4.3662742e-001
1.0679400e-001 4.3753862e-001
1.0782985e-001 4.3836260e-001
1.0882018e-001 4.3872395e-001
1.0976696e-001 4.3841398e-001
1.1067212e-001 4.3761495e-001
1.1153749e-001 4.3673488e-001
1.1236481e-001 4.3597323e-001
1.1315577e-001 4.3531123e-001
1.1391194e-001 4.3473026e-001
1.1463488e-001 4.3384242e-001
1.1532603e-001 4.3222407e-001
1.1598680e-001 4.2996088e-001
1.1661852e-001 4.2727244e-001
1.1722247e-001 4.2427406e-001
1.1779986e-001 4.2109966e-001
1.1835188e-001 4.1783959e-001
1.1887962e-001 4.1446117e-001
1.1938417e-001 4.1092697e-001
1.1986654e-001 4.0736783e-001
1.2032770e-001 4.0385699e-001
1.2076858e-001 4.0022466e-001
1.2119008e-001 3.9625901e-001
1.2159305e-001 3.9165783e-001
1.2197831e-001 3.8803017e-001
1.2234662e-001 3.8552868e-001
1.2269875e-001 3.7552729e-001
1.2303539e-001 3.5128319e-001
1.2335724e-001 3.3451247e-001
1.2366495e-001 3.3485827e-001
1.2395912e-001 3.3621183e-001
1.2424035e-001 3.3205459e-001
1.2450923e-001 3.1893957e-001
1.2476629e-001 2.9979348e-001
1.2501204e-001 2.7994651e-001
1.2524699e-001 2.5742200e-001
1.2547158e-001 2.3577443e-001
1.2568630e-001 2.2653005e-001
1.2589158e-001 2.2829793e-001
1.2608771e-001 2.3561244e-001
1.2627523e-001 2.4769165e-001
1.2645453e-001 2.5837994e-001
1.2662597e-001 2.6321316e-001
1.2678988e-001 2.6468199e-001
1.2694658e-001 2.6585332e-001
1.2709640e-001 2.6718193e-001
1.2723963e-001 2.6809314e-001
1.2737657e-001 2.6843426e-001
1.2750749e-001 2.6857290e-001
1.2763266e-001 2.6872554e-001
1.2775233e-001 2.6884547e-001
1.2786674e-001 2.6978627e-001
1.2797613e-001 2.7228776e-001
1.2808071e-001 2.7609456e-001
1.2818070e-001 2.8213182e-001

1 1 153 |Cps|
0.0000000e+000 -6.2269878e-001
9.9994853e-005 -5.6795996e-001
2.0458145e-004 -4.6595716e-001
3.1397102e-004 -3.3056089e-001
4.2839476e-004 -1.7467749e-001
5.4807588e-004 -1.1904797e-002
6.7325460e-004 1.4801905e-001
8.0419285e-004 2.9966888e-001
9.4115018e-004 4.4129711e-001
1.0844014e-003 5.6998163e-001
1.2342321e-003 6.8012446e-001
1.3909544e-003 7.6686430e-001
1.5548776e-003 8.2620591e-001
1.7263320e-003 8.5492808e-001
1.9056664e-003 8.5109329e-001
2.0932439e-003 8.1429332e-001
2.2894333e-003 7.4589741e-001
